,user,dish_ordered,day,time,veg,place
102,user_203,chimichangas,sat,dinner,yes,home
103,user_836,prawn ravioli,fri,lunch,no,office
104,user_943,crab sukha,sat,breakfast,yes,home
105,user_131,avocado toast,wed,dinner,yes,home
106,user_480,chicken seekh,fri,dinner,no,office
107,user_295,scrambled eggs,sun,breakfast,yes,home
108,user_953,potato burrito,mon,breakfast,yes,home
109,user_544,ceylon paratha,fri,lunch,yes,home
110,user_999,shrikhand,tue,lunch,yes,office
111,user_775,apple crumble,thur,dinner,yes,office
112,user_926,pepper baby corn,sun,lunch,yes,home
113,user_350,pizza sandwich,mon,breakfast,yes,office
114,user_904,mashed potato,sat,dinner,yes,home
115,user_224,bacon burger,sun,breakfast,yes,home
116,user_261,chicken sausages,thur,dinner,no,home
117,user_757,dal panchmel,wed,breakfast,yes,home
118,user_207,rava masala dosa,mon,breakfast,yes,home
119,user_57,chicken wrap,thur,breakfast,no,home
120,user_261,masala prawn,fri,dinner,no,office
121,user_233,chicken bhuna roll,sat,lunch,no,office
122,user_879,banana chips,mon,breakfast,yes,home
123,user_555,gongura biryani,sun,lunch,yes,home
124,user_775,red velvet,tue,breakfast,yes,home
125,user_145,achari mushroom,mon,dinner,yes,home
126,user_801,bheja fry,tue,breakfast,yes,office
127,user_751,chicken spring rolls,mon,lunch,no,office
128,user_520,pepper bbq chicken,tue,breakfast,no,home
129,user_99,onion raita,sat,breakfast,yes,office
130,user_256,gosht dum biryani,sun,dinner,yes,home
131,user_711,tibetan momos,sun,dinner,yes,home
132,user_721,rustica pizza,wed,breakfast,yes,home
133,user_459,mutton kanti,mon,lunch,no,home
134,user_373,fried momo,fri,breakfast,yes,office
135,user_213,yaki soba,sun,dinner,yes,office
136,user_713,sweet potato cake,thur,breakfast,yes,home
137,user_815,mushroom ragout,thur,lunch,yes,office
138,user_985,beef stroganoff,sat,dinner,no,home
139,user_274,banana chips,thur,dinner,yes,office
140,user_600,pizza sandwich,tue,breakfast,yes,home
141,user_903,paneer kulcha,sat,breakfast,yes,office
142,user_301,tiramisu cake,fri,dinner,yes,office
143,user_890,jalapeno poppers,thur,dinner,yes,home
144,user_203,chicken chunks,fri,breakfast,no,home
145,user_376,nalli nihari,tue,lunch,yes,home
146,user_933,fry prawns,wed,lunch,no,office
147,user_922,raspberry mojito,sun,breakfast,yes,home
148,user_850,fry prawns,sat,breakfast,no,home
149,user_711,grilled eggplant,mon,dinner,yes,office
150,user_520,mediterranean platter,wed,breakfast,yes,office
151,user_13,sweet potato cake,thur,breakfast,yes,home
152,user_586,kabab platter,thur,breakfast,yes,office
153,user_531,maharaja burger,sat,breakfast,yes,office
154,user_449,chicken egg roll,sun,dinner,no,home
155,user_363,banana leaf fish,sat,breakfast,no,home
156,user_211,anjal fry,wed,lunch,yes,office
157,user_397,chicken chunks,thur,dinner,no,home
158,user_665,grilled basa,sat,lunch,yes,home
159,user_531,dal panchmel,tue,lunch,yes,home
160,user_836,bread pakora,sun,dinner,yes,office
161,user_535,deep dish pizza,tue,lunch,yes,home
162,user_373,deep dish pizza,wed,breakfast,yes,home
163,user_363,red snapper,tue,lunch,yes,home
164,user_367,pepper bbq chicken,mon,lunch,no,office
165,user_458,mutton sukha,mon,dinner,no,home
166,user_505,sushi platter,thur,breakfast,yes,home
167,user_914,peri peri wrap,tue,lunch,yes,home
168,user_85,idiyappam,sat,lunch,yes,office
169,user_705,spicy chicken sizzler,tue,dinner,no,home
170,user_276,potato burrito,tue,lunch,yes,home
171,user_801,sushi platter,fri,lunch,yes,office
172,user_140,pasta alfredo,sat,dinner,yes,home
173,user_823,penne arrabiata pasta,sun,breakfast,yes,office
174,user_566,honey chilli fries,sun,breakfast,yes,office
175,user_660,chicken tennessee wings,fri,lunch,no,office
176,user_363,murgh biryani,tue,breakfast,yes,home
177,user_274,onion raita,sun,breakfast,yes,office
178,user_665,bheja fry,fri,dinner,yes,home
179,user_459,butter chicken,sun,lunch,no,office
180,user_642,designer cakes,wed,dinner,yes,home
181,user_828,potato burrito,fri,lunch,yes,office
182,user_752,saffron kahwa,fri,dinner,yes,office
183,user_600,chicken beda,sun,dinner,no,home
184,user_483,mango cake,fri,breakfast,yes,home
185,user_665,chilli prawns,thur,breakfast,no,home
186,user_213,achari mushroom,sun,lunch,yes,office
187,user_99,dal panchmel,thur,lunch,yes,office
188,user_741,soya chaap biryani,sun,dinner,yes,office
189,user_418,matar pulao,mon,breakfast,yes,office
190,user_421,lobster risotto,fri,lunch,yes,office
191,user_933,pasta sizzler,tue,dinner,yes,office
192,user_778,fry prawns,tue,breakfast,no,home
193,user_378,chicken egg roll,fri,lunch,no,office
194,user_397,lebanese shawarma,wed,breakfast,yes,home
195,user_696,anjal fry,sat,lunch,yes,office
196,user_863,nutella pizza,sun,lunch,yes,home
197,user_30,kabab platter,sun,dinner,yes,office
198,user_775,bacon burger,sun,dinner,yes,office
199,user_775,mashed potato,mon,lunch,yes,office
200,user_520,veg nachos,sat,dinner,yes,home
201,user_335,nutella ice cream,sun,dinner,yes,home
202,user_566,bacon pizza,wed,breakfast,yes,home
203,user_670,bacon pizza,fri,breakfast,yes,office
204,user_751,diwani handi,sun,lunch,yes,office
205,user_149,soya chaap biryani,thur,lunch,yes,home
206,user_752,kozhi biryani,tue,breakfast,yes,home
207,user_280,chicken kothu paratha,fri,lunch,no,office
208,user_164,kabab platter,tue,lunch,yes,home
209,user_259,oreo ice cream,tue,lunch,yes,office
210,user_600,egg maggi,mon,breakfast,yes,home
211,user_377,pulled pork burger,sat,lunch,no,office
212,user_140,sushi platter,sun,lunch,yes,office
213,user_152,chicken tennessee wings,wed,dinner,no,office
214,user_908,deep dish pizza,wed,breakfast,yes,home
215,user_752,tiramisu,tue,dinner,yes,office
216,user_295,bheja fry,sun,lunch,yes,office
217,user_35,pepper baby corn,thur,breakfast,yes,home
218,user_751,pickled beetroot,wed,breakfast,yes,home
219,user_131,tibetan momos,mon,dinner,yes,office
220,user_645,rajma chawal,sat,lunch,yes,office
221,user_636,shrikhand,tue,breakfast,yes,office
222,user_268,stir fried noodles,tue,breakfast,yes,home
223,user_901,stir fried noodles,fri,lunch,yes,office
224,user_766,choco hazelnut,sat,lunch,yes,office
225,user_397,thread chicken,thur,dinner,no,home
226,user_745,oreo waffle,sun,lunch,yes,office
227,user_964,corn fry,fri,dinner,yes,office
228,user_213,pasta alfredo,mon,dinner,yes,home
229,user_90,avocado toast,tue,breakfast,yes,home
230,user_607,banana smoothie,sun,breakfast,yes,home
231,user_280,corn fry,sun,lunch,yes,home
232,user_374,sicilian pizza,sat,breakfast,yes,home
233,user_904,potato burrito,wed,breakfast,yes,home
234,user_802,fudge cake,tue,breakfast,yes,home
235,user_775,calcutta paan,thur,breakfast,yes,home
236,user_22,roast chicken pizza,sat,dinner,no,office
237,user_958,pesto pasta,sun,dinner,yes,office
238,user_721,achari mushroom,wed,breakfast,yes,home
239,user_964,tiramisu cake,fri,dinner,yes,home
240,user_516,thread chicken,sun,lunch,no,home
241,user_276,shahi tukda,sat,dinner,yes,home
242,user_458,choco brownie,sat,breakfast,yes,home
243,user_291,singapore sling,mon,breakfast,yes,office
244,user_793,penne pasta,tue,lunch,yes,office
245,user_373,rava masala dosa,sun,lunch,yes,home
246,user_306,veg nachos,fri,lunch,yes,home
247,user_97,mediterranean platter,wed,lunch,yes,office
248,user_555,soya chaap biryani,tue,breakfast,yes,home
249,user_164,afghan chicken,sat,dinner,no,office
250,user_378,dal kichadi,wed,breakfast,yes,home
251,user_418,chicken spring rolls,tue,dinner,no,home
252,user_7,rasgulla chaat,sun,lunch,yes,office
253,user_289,paneer 65,wed,breakfast,yes,home
254,user_481,oreo ice cream,sat,breakfast,yes,home
255,user_449,roasted chilli,thur,dinner,yes,office
256,user_512,beef stroganoff,tue,breakfast,no,home
257,user_520,achari mushroom,tue,lunch,yes,office
258,user_335,spaghetti aglio olio,thur,dinner,yes,office
259,user_903,roasted chilli,tue,dinner,yes,home
260,user_761,jalapeno poppers,tue,lunch,yes,office
261,user_42,shahi tukda,fri,dinner,yes,home
262,user_651,raspberry mojito,mon,lunch,yes,office
263,user_756,paneer pasanda,thur,dinner,yes,home
264,user_720,chicken sausages,sat,breakfast,no,office
265,user_30,rumali shawarma,sun,breakfast,yes,office
266,user_178,butter chicken,mon,lunch,no,home
267,user_164,idiyappam,tue,lunch,yes,home
268,user_612,gongura chicken,sun,breakfast,no,home
269,user_97,fry prawns,fri,lunch,no,office
270,user_958,aloo matar,tue,lunch,yes,home
271,user_577,pickled beetroot,wed,lunch,yes,office
272,user_943,chicken club sandwiches,thur,breakfast,no,office
273,user_378,chicken roll,mon,breakfast,no,home
274,user_531,sicilian pizza,sun,lunch,yes,home
275,user_207,kesar kulfi,wed,dinner,yes,office
276,user_248,chicken seekh,mon,lunch,no,office
277,user_802,honey chilli fries,wed,lunch,yes,home
278,user_483,paneer 65,fri,dinner,yes,home
279,user_312,mutton kanti,tue,breakfast,no,office
280,user_7,bacon burger,wed,dinner,yes,office
281,user_295,raagi dosa,sat,dinner,yes,office
282,user_13,sheermal,mon,lunch,yes,home
283,user_145,ceylon paratha,mon,breakfast,yes,home
284,user_634,designer cakes,tue,dinner,yes,office
285,user_203,chicken burritos,sat,lunch,no,office
286,user_904,sushi platter,wed,dinner,yes,office
287,user_828,bacon burger,wed,lunch,yes,office
288,user_56,bbq pork ribs,tue,lunch,no,office
289,user_374,pepper baby corn,sun,lunch,yes,office
290,user_256,chicken pot biryani,mon,breakfast,no,office
291,user_449,pallipalayam chicken,sun,dinner,no,office
292,user_670,moo burger,wed,dinner,yes,home
293,user_329,ceylon paratha,thur,dinner,yes,home
294,user_688,calcutta biryani,thur,lunch,yes,home
295,user_331,butter chicken,thur,dinner,no,home
296,user_744,oreo waffle,thur,dinner,yes,office
297,user_535,chicken wrap,wed,breakfast,no,home
298,user_651,masala pav,wed,breakfast,yes,office
299,user_312,raagi dosa,fri,dinner,yes,office
300,user_612,dal kichadi,tue,breakfast,yes,home
301,user_207,diwani handi,fri,breakfast,yes,office
302,user_97,dal kichadi,tue,dinner,yes,home
303,user_481,corn pakoda,sun,lunch,yes,office
304,user_276,sizzler brownie,fri,lunch,yes,home
305,user_520,palak kofta,tue,breakfast,yes,home
306,user_508,roast chicken pizza,fri,dinner,no,home
307,user_458,shrikhand,mon,breakfast,yes,home
308,user_274,shahi tukda,tue,breakfast,yes,office
309,user_363,brownie fudge sundae,tue,lunch,yes,home
310,user_57,apple fritters,sun,lunch,yes,home
311,user_843,onion raita,thur,dinner,yes,office
312,user_68,veg tandoori momos,thur,lunch,yes,home
313,user_890,mochar ghonto,thur,dinner,yes,home
314,user_801,chicken dry fry,mon,dinner,no,office
315,user_475,chicken biryani combo,sun,dinner,no,home
316,user_56,roasted chilli,fri,dinner,yes,home
317,user_131,kozhi biryani,wed,lunch,yes,home
318,user_879,chicken kothu paratha,thur,dinner,no,office
319,user_959,chicken tennessee wings,mon,lunch,no,home
320,user_406,apple crumble,wed,breakfast,yes,office
321,user_56,paneer tikka pizza,sat,dinner,yes,home
322,user_541,jumbo chicken roll,thur,lunch,no,office
323,user_558,grilled eggplant,tue,dinner,yes,home
324,user_42,chicken kothu paratha,sat,breakfast,no,office
325,user_268,deluxe thali,wed,dinner,yes,home
326,user_904,chicken ham,mon,dinner,no,office
327,user_566,new zealand lamb chops,mon,lunch,no,home
328,user_566,red snapper,sat,lunch,yes,office
329,user_747,masala vada pav,sat,dinner,yes,office
330,user_636,ceylon paratha,sun,dinner,yes,office
331,user_964,egg ghee roast,wed,breakfast,yes,home
332,user_306,tiramisu,mon,lunch,yes,home
333,user_337,skillet cookie,sat,dinner,yes,office
334,user_910,shrikhand,fri,breakfast,yes,home
335,user_35,outdoor sitting arrangement,mon,breakfast,yes,home
336,user_350,paneer pasanda,wed,breakfast,yes,home
337,user_756,momo burger,fri,breakfast,yes,office
338,user_331,roast chicken pizza,mon,lunch,no,office
339,user_493,banana smoothie,sat,breakfast,yes,office
340,user_335,khao suey,wed,dinner,yes,office
341,user_350,pasta alfredo,sun,lunch,yes,office
342,user_164,soya chaap biryani,wed,breakfast,yes,office
343,user_863,lemon tarts,sat,lunch,yes,office
344,user_952,sabudana khichdi,sun,breakfast,yes,office
345,user_964,grilled basa,fri,breakfast,yes,home
346,user_550,achari mushroom,tue,lunch,yes,home
347,user_654,raspberry mojito,fri,breakfast,yes,home
348,user_211,brosted chicken,wed,lunch,no,home
349,user_224,oreo waffle,tue,breakfast,yes,home
350,user_406,nutella ice cream,wed,breakfast,yes,home
351,user_775,poha jalebi,sun,breakfast,yes,office
352,user_295,bacon burger,sun,breakfast,yes,office
353,user_642,pesto pasta,tue,lunch,yes,office
354,user_280,rumali shawarma,fri,breakfast,yes,office
355,user_85,tender coconut ice cream,wed,dinner,yes,office
356,user_908,pickled beetroot,fri,dinner,yes,home
357,user_767,saffron kahwa,sun,breakfast,yes,office
358,user_145,honey chilli fries,thur,dinner,yes,office
359,user_941,brosted chicken,thur,breakfast,no,office
360,user_490,chicken sausages,tue,dinner,no,office
361,user_189,hyderabadi mutton biryani,sat,breakfast,no,office
362,user_131,new zealand lamb chops,mon,dinner,no,office
363,user_207,chicken tennessee wings,wed,lunch,no,office
364,user_910,chimichangas,sun,breakfast,yes,office
365,user_964,pork tonkatsu,tue,lunch,no,office
366,user_660,crab sukha,sun,breakfast,yes,home
367,user_418,chicken tennessee wings,thur,lunch,no,office
368,user_35,jumbo chicken roll,wed,dinner,no,home
369,user_282,prawn gassi,tue,breakfast,no,home
370,user_347,marshmallow,mon,breakfast,yes,office
371,user_56,poha jalebi,wed,breakfast,yes,office
372,user_203,chicken wrap,sat,lunch,no,home
373,user_958,tender coconut ice cream,thur,lunch,yes,office
374,user_289,new zealand lamb chops,fri,dinner,no,home
375,user_641,palak kofta,wed,lunch,yes,office
376,user_766,gosht dum biryani,fri,dinner,yes,office
377,user_85,banana leaf fish,mon,dinner,no,home
378,user_30,spinach corn cheese,mon,dinner,yes,office
379,user_44,banana chips,sun,lunch,yes,office
380,user_766,achari mushroom,sat,breakfast,yes,office
381,user_315,calcutta biryani,wed,lunch,yes,home
382,user_741,murgh platter,sat,breakfast,yes,home
383,user_44,nawabi pizza,sun,lunch,yes,home
384,user_244,palak kofta,sun,dinner,yes,home
385,user_406,diwani handi,mon,breakfast,yes,office
386,user_13,prawn gassi,sun,breakfast,no,home
387,user_828,khao suey,tue,lunch,yes,office
388,user_95,chicken wrap,fri,dinner,no,office
389,user_705,gongura biryani,tue,breakfast,yes,office
390,user_775,pizza sandwich,sat,lunch,yes,office
391,user_428,nutella pizza,tue,lunch,yes,office
392,user_68,afghani biryani,tue,dinner,yes,office
393,user_56,mutton keema biryani,sat,breakfast,no,office
394,user_27,potato burrito,mon,dinner,yes,office
395,user_13,ceylon paratha,fri,breakfast,yes,home
396,user_642,tomato chicken,sun,breakfast,no,office
397,user_8,nawabi pizza,tue,breakfast,yes,home
398,user_778,poha jalebi,mon,dinner,yes,office
399,user_481,marshmallow,sun,dinner,yes,home
400,user_535,veg nachos,thur,lunch,yes,office
401,user_665,sicilian pizza,fri,breakfast,yes,office
402,user_149,bheja fry,thur,dinner,yes,home
403,user_943,veg cheese sandwich,thur,dinner,yes,office
404,user_211,rasgulla chaat,thur,dinner,yes,home
405,user_665,jumbo chicken roll,thur,lunch,no,office
406,user_289,pepper baby corn,fri,lunch,yes,home
407,user_367,paneer tikka pizza,sat,breakfast,yes,office
408,user_670,poori bhaji,tue,lunch,yes,home
409,user_207,nutella pizza,sat,breakfast,yes,office
410,user_396,banana leaf fish,mon,lunch,no,office
411,user_152,chicken sausages,sat,lunch,no,office
412,user_641,sicilian pizza,thur,dinner,yes,home
413,user_508,roast chicken pizza,wed,lunch,no,office
414,user_475,paneer kulcha,wed,breakfast,yes,home
415,user_131,sushi platter,fri,dinner,yes,home
416,user_952,pasta alfredo,sun,dinner,yes,office
417,user_277,chilli prawns,sat,lunch,no,home
418,user_901,stir fried noodles,sun,dinner,yes,home
419,user_335,chicken sausages,tue,dinner,no,home
420,user_282,mutton sukha,thur,breakfast,no,home
421,user_555,thread chicken,mon,breakfast,no,home
422,user_374,dal palak,tue,lunch,yes,office
423,user_757,paneer subz biryani,wed,dinner,yes,home
424,user_213,deluxe thali,wed,breakfast,yes,office
425,user_289,soya chaap biryani,wed,dinner,yes,office
426,user_350,raspberry mojito,fri,lunch,yes,home
427,user_645,banana split,thur,breakfast,yes,home
428,user_329,spinach corn cheese,tue,dinner,yes,office
429,user_376,paneer kulcha,sun,lunch,yes,office
430,user_353,palak kofta,mon,lunch,yes,office
431,user_189,beef stroganoff,sat,dinner,no,office
432,user_577,honey chilli fries,wed,dinner,yes,office
433,user_405,tomato chicken,tue,dinner,no,office
434,user_959,cake jar,wed,lunch,yes,office
435,user_282,american chopsuey,sat,breakfast,yes,office
436,user_538,grilled eggplant,fri,breakfast,yes,office
437,user_649,brownie fudge sundae,tue,dinner,yes,office
438,user_291,onion raita,mon,breakfast,yes,home
439,user_586,egg curry,thur,dinner,yes,office
440,user_108,aloo matar,sat,breakfast,yes,office
441,user_535,avocado toast,fri,lunch,yes,office
442,user_933,dum biryani,sun,dinner,yes,home
443,user_276,gosht dum biryani,thur,breakfast,yes,office
444,user_367,pesto pasta,wed,lunch,yes,home
445,user_57,deluxe thali,sat,breakfast,yes,office
446,user_276,marshmallow,sat,breakfast,yes,office
447,user_775,sushi platter,mon,lunch,yes,home
448,user_502,roasted chilli,mon,lunch,yes,office
449,user_331,mutton sukha,sat,breakfast,no,office
450,user_959,chimichangas,mon,lunch,yes,home
451,user_512,brownie fudge sundae,tue,breakfast,yes,home
452,user_550,yaki soba,wed,dinner,yes,office
453,user_600,pickled beetroot,thur,dinner,yes,office
454,user_904,penne arrabiata pasta,tue,breakfast,yes,home
455,user_745,rumali shawarma,tue,lunch,yes,office
456,user_904,butter chicken,thur,dinner,no,office
457,user_366,chicken sekuwa,mon,breakfast,no,home
458,user_558,brownie fudge sundae,thur,breakfast,yes,office
459,user_257,rasgulla chaat,sat,breakfast,yes,home
460,user_242,dal kichadi,fri,lunch,yes,home
461,user_366,spicy chicken sizzler,sun,lunch,no,home
462,user_289,sheermal,sat,dinner,yes,home
463,user_360,kabab platter,thur,breakfast,yes,office
464,user_747,raspberry mojito,sun,lunch,yes,office
465,user_618,veg tandoori momos,tue,breakfast,yes,home
466,user_459,kesar kulfi,sun,breakfast,yes,office
467,user_390,pallipalayam chicken,wed,breakfast,no,office
468,user_586,egg curry,fri,dinner,yes,home
469,user_224,kabab platter,tue,breakfast,yes,office
470,user_814,legendary arsalan,sat,breakfast,yes,home
471,user_964,chimichangas,wed,dinner,yes,home
472,user_140,sausage roll,sun,breakfast,yes,office
473,user_481,egg maggi,mon,breakfast,yes,home
474,user_405,pesto pasta,sat,lunch,yes,home
475,user_752,pepper bbq chicken,wed,breakfast,no,home
476,user_645,paneer pasanda,sat,lunch,yes,home
477,user_406,nutella ice cream,wed,breakfast,yes,home
478,user_207,chimichangas,mon,breakfast,yes,home
479,user_131,paneer 65,sat,dinner,yes,home
480,user_374,skillet cookie,wed,breakfast,yes,home
481,user_396,crab sukha,sat,lunch,yes,home
482,user_406,sweet potato cake,sat,breakfast,yes,office
483,user_211,red velvet,mon,breakfast,yes,home
484,user_140,mutton sukha,tue,dinner,no,home
485,user_92,tender coconut ice cream,fri,breakfast,yes,office
486,user_959,chicken bhuna roll,mon,breakfast,no,home
487,user_645,paneer pasanda,thur,breakfast,yes,office
488,user_480,saffron kahwa,thur,dinner,yes,office
489,user_256,roast chicken pizza,fri,breakfast,no,office
490,user_350,paneer tikka pizza,sun,breakfast,yes,office
491,user_282,prawn gassi,thur,breakfast,no,office
492,user_751,outdoor sitting arrangement,sat,breakfast,yes,home
493,user_795,afghani biryani,thur,lunch,yes,home
494,user_27,thread chicken,thur,dinner,no,home
495,user_654,millet pizza,tue,lunch,yes,home
496,user_259,egg maggi,sun,lunch,yes,home
497,user_801,yaki soba,wed,dinner,yes,office
498,user_97,matar pulao,mon,breakfast,yes,office
499,user_933,lebanese shawarma,sat,dinner,yes,home
500,user_720,mcmuffin,sat,lunch,yes,home
501,user_95,kabab platter,sun,lunch,yes,office
502,user_162,chicken dry fry,tue,dinner,no,home
503,user_566,grilled basa,wed,lunch,yes,home
504,user_233,designer cakes,sat,lunch,yes,office
505,user_688,paneer 65,fri,dinner,yes,office
506,user_378,kesar kulfi,mon,dinner,yes,home
507,user_277,choco hazelnut,mon,dinner,yes,home
508,user_747,crispy honey chicken,thur,breakfast,no,office
509,user_901,corn pakoda,thur,breakfast,yes,home
510,user_257,hyderabadi mutton biryani,fri,breakfast,no,home
511,user_795,cheese chilli toast,wed,breakfast,yes,home
512,user_166,saffron kahwa,sat,lunch,yes,home
513,user_428,marshmallow,sun,dinner,yes,office
514,user_651,monster burger,thur,breakfast,yes,home
515,user_850,avocado toast,thur,lunch,yes,office
516,user_7,stir fried noodles,sun,breakfast,yes,office
517,user_156,calcutta biryani,mon,lunch,yes,office
518,user_933,apple crumble,sat,dinner,yes,home
519,user_176,nutella pizza,tue,breakfast,yes,home
520,user_711,pesto pasta,sat,breakfast,yes,home
521,user_164,chicken gimbap,sun,breakfast,no,office
522,user_159,matar pulao,mon,dinner,yes,office
523,user_418,chicken egg roll,fri,lunch,no,office
524,user_744,prawn gassi,wed,breakfast,no,home
525,user_953,hyderabadi mutton biryani,fri,breakfast,no,office
526,user_85,egg curry,thur,breakfast,yes,home
527,user_353,chicken biryani combo,sun,breakfast,no,home
528,user_814,lobster dumplings,sun,dinner,yes,office
529,user_458,scrambled eggs,sun,dinner,yes,office
530,user_261,mediterranean platter,sun,dinner,yes,home
531,user_745,cake jar,wed,dinner,yes,home
532,user_466,chicken beda,thur,breakfast,no,office
533,user_354,roasted chilli,sat,lunch,yes,office
534,user_360,chicken ham,thur,lunch,no,home
535,user_421,mutton kanti,sat,dinner,no,office
536,user_22,afghan chicken,tue,dinner,no,home
537,user_558,tiramisu cake,sun,breakfast,yes,office
538,user_276,brownie fudge sundae,fri,breakfast,yes,office
539,user_649,bacon fry,fri,breakfast,yes,office
540,user_97,chicken chunks,thur,lunch,no,office
541,user_190,pork tonkatsu,tue,breakfast,no,home
542,user_366,sicilian pizza,sun,breakfast,yes,office
543,user_354,rajdhani thali,fri,dinner,yes,office
544,user_213,paneer kulcha,mon,lunch,yes,office
545,user_274,roast chicken pizza,sat,breakfast,no,home
546,user_815,outdoor sitting arrangement,mon,breakfast,yes,office
